Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time
2017-02-04,Running (Treadmill),Cardio,,,1.3,mi,0:09:30
2017-02-04,Leg Press,Legs,90.0,12,,,
2017-02-04,Leg Press,Legs,90.0,12,,,
2017-02-04,Leg Press,Legs,90.0,12,,,
2017-02-04,Calf Raise,Legs,0.0,20,,,
2017-02-04,Calf Raise,Legs,0.0,20,,,
2017-02-04,Calf Raise,Legs,0.0,20,,,
2017-02-04,Wall Sit,Legs,,,0.0,m,0:01:30
2017-02-04,Wall Sit,Legs,,,0.0,m,0:01:30
2017-02-04,Wall Sit,Legs,,,0.0,m,0:01:30
2017-02-05,Running (Treadmill),Cardio,,,1.3,mi,0:09:30
2017-02-05,Pull Up,Back,0.0,9,,,
2017-02-05,Pull Up,Back,0.0,8,,,
2017-02-05,Pull Up,Back,0.0,7,,,
2017-02-05,Pull Up,Back,0.0,6,,,
2017-02-05,Wide Grip Pull up,Back,0.0,5,,,
2017-02-05,Wide Grip Pull up,Back,0.0,5,,,
2017-02-05,Wide Grip Pull up,Back,0.0,4,,,
2017-02-05,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-02-05,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-02-05,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-02-05,Lat Fly,Back,20.0,12,,,
2017-02-05,Lat Fly,Back,20.0,12,,,
2017-02-05,Lat Fly,Back,20.0,12,,,
2017-02-05,Chest Press Machine,Chest,95.0,12,,,
2017-02-05,Chest Press Machine,Chest,95.0,12,,,
2017-02-05,Chest Press Machine,Chest,100.0,12,,,
2017-02-05,Pull Up,Back,0.0,4,,,
2017-02-05,Pull Up,Back,0.0,3,,,
2017-02-05,Pull Up,Back,0.0,3,,,
2017-02-06,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-02-06,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-02-06,Seated Incline Dumbbell Curl,Biceps,25.0,12,,,
2017-02-06,Overhead Press,Shoulders,25.0,12,,,
2017-02-06,Overhead Press,Shoulders,25.0,12,,,
2017-02-06,Overhead Press,Shoulders,30.0,10,,,
2017-02-06,Rope Push Down,Triceps,80.0,12,,,
2017-02-06,Rope Push Down,Triceps,80.0,12,,,
2017-02-06,Rope Push Down,Triceps,80.0,12,,,
2017-02-06,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-02-06,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-02-06,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-02-06,Tricep Extension Machine,Triceps,60.0,12,,,
2017-02-06,Tricep Extension Machine,Triceps,65.0,12,,,
2017-02-09,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-02-09,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-02-09,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-02-09,Overhead Press,Shoulders,25.0,12,,,
2017-02-09,Overhead Press,Shoulders,25.0,12,,,
2017-02-09,Overhead Press,Shoulders,25.0,12,,,
2017-02-09,Rope Push Down,Triceps,80.0,12,,,
2017-02-09,Rope Push Down,Triceps,80.0,12,,,
2017-02-09,Rope Push Down,Triceps,80.0,12,,,
2017-02-09,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-02-09,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-02-09,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-02-09,Tricep Extension Machine,Triceps,60.0,12,,,
2017-02-09,Tricep Extension Machine,Triceps,65.0,12,,,
2017-02-09,Tricep Extension Machine,Triceps,65.0,12,,,
2017-02-09,Two-part Dumbbell Curl,Biceps,20.0,12,,,
2017-02-09,Two-part Dumbbell Curl,Biceps,20.0,12,,,
2017-02-09,Two-part Dumbbell Curl,Biceps,20.0,12,,,
2017-02-16,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-02-16,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-02-16,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-02-16,Overhead Press,Shoulders,25.0,12,,,
2017-02-16,Overhead Press,Shoulders,25.0,12,,,
2017-02-16,Overhead Press,Shoulders,25.0,12,,,
2017-02-16,Rope Push Down,Triceps,80.0,12,,,
2017-02-16,Rope Push Down,Triceps,80.0,12,,,
2017-02-16,Rope Push Down,Triceps,80.0,12,,,
2017-02-16,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-02-16,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-02-16,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-02-16,Tricep Extension Machine,Triceps,60.0,12,,,
2017-02-16,Tricep Extension Machine,Triceps,65.0,12,,,
2017-02-16,Tricep Extension Machine,Triceps,65.0,12,,,
2017-02-16,Seated Machine Curl,Biceps,60.0,12,,,
2017-02-16,Seated Machine Curl,Biceps,60.0,12,,,
2017-02-16,Seated Machine Curl,Biceps,65.0,12,,,
2017-02-21,Wall Sit,Legs,,,0.0,m,0:01:30
2017-02-21,Wall Sit,Legs,,,0.0,m,0:01:30
2017-02-21,Leg Extension Machine,Legs,85.0,12,,,
2017-02-21,Leg Extension Machine,Legs,85.0,12,,,
2017-02-21,Leg Extension Machine,Legs,85.0,12,,,
2017-02-21,Plank,Abs,,,0.0,m,0:01:30
2017-02-21,Plank,Abs,,,0.0,m,0:01:30
2017-02-21,Running (Treadmill),Cardio,,,1.3,mi,0:09:30
2017-02-22,Wide Grip Pull up,Back,0.0,5,,,
2017-02-22,Wide Grip Pull up,Back,0.0,5,,,
2017-02-22,Wide Grip Pull up,Back,0.0,5,,,
2017-02-22,Pull Up,Back,0.0,9,,,
2017-02-22,Pull Up,Back,0.0,8,,,
2017-02-22,Pull Up,Back,0.0,7,,,
2017-02-22,Pull Up,Back,0.0,6,,,
2017-02-22,Pull Up,Back,0.0,5,,,
2017-02-22,Pull Up,Back,0.0,4,,,
2017-02-22,Pull Up,Back,0.0,3,,,
2017-02-22,Pull Up,Back,0.0,3,,,
2017-02-22,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-02-22,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-02-22,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-02-22,Chest Press Machine,Chest,95.0,12,,,
2017-02-22,Lat Fly,Back,20.0,12,,,
2017-02-22,Lat Fly,Back,20.0,12,,,
2017-02-22,Lat Fly,Back,20.0,12,,,
2017-02-22,Chest Press Machine,Chest,95.0,12,,,
2017-02-22,Running (Treadmill),Cardio,,,1.3,mi,0:09:30
2017-02-23,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-02-23,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-02-23,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-02-23,Overhead Press,Shoulders,25.0,12,,,
2017-02-23,Overhead Press,Shoulders,25.0,12,,,
2017-02-23,Overhead Press,Shoulders,25.0,12,,,
2017-02-23,Rope Push Down,Triceps,80.0,12,,,
2017-02-23,Rope Push Down,Triceps,80.0,12,,,
2017-02-23,Rope Push Down,Triceps,80.0,12,,,
2017-02-23,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-02-23,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-02-23,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-02-23,Tricep Extension Machine,Triceps,60.0,12,,,
2017-02-23,Tricep Extension Machine,Triceps,65.0,12,,,
2017-02-23,Tricep Extension Machine,Triceps,65.0,12,,,
2017-02-23,Seated Machine Curl,Biceps,60.0,12,,,
2017-02-23,Seated Machine Curl,Biceps,60.0,12,,,
2017-02-23,Seated Machine Curl,Biceps,65.0,12,,,
2017-02-23,Running (Treadmill),Cardio,,,1.3,mi,0:09:30
2017-02-25,Wall Sit,Legs,,,0.0,m,0:01:30
2017-02-25,Wall Sit,Legs,,,0.0,m,0:01:30
2017-02-25,Calf Raise,Legs,0.0,20,,,
2017-02-25,Calf Raise,Legs,0.0,20,,,
2017-02-25,Calf Raise,Legs,0.0,20,,,
2017-02-25,Leg Extension Machine,Legs,85.0,12,,,
2017-02-25,Leg Extension Machine,Legs,85.0,12,,,
2017-02-25,Leg Extension Machine,Legs,85.0,12,,,
2017-02-25,Plank,Abs,,,0.0,m,0:01:30
2017-02-25,Plank,Abs,,,0.0,m,0:01:30
2017-02-25,Side Plank,Abs,,,0.0,m,0:01:00
2017-02-25,Side Plank,Abs,,,0.0,m,0:01:00
2017-02-25,Running (Treadmill),Cardio,,,1.3,mi,0:09:30
2017-02-26,Wide Grip Pull up,Back,0.0,5,,,
2017-02-26,Wide Grip Pull up,Back,0.0,5,,,
2017-02-26,Wide Grip Pull up,Back,0.0,5,,,
2017-02-26,Wide Grip Pull up,Back,0.0,5,,,
2017-02-26,Pull Up,Back,0.0,9,,,
2017-02-26,Pull Up,Back,0.0,8,,,
2017-02-26,Pull Up,Back,0.0,7,,,
2017-02-26,Pull Up,Back,0.0,6,,,
2017-02-26,Pull Up,Back,0.0,5,,,
2017-02-26,Pull Up,Back,0.0,4,,,
2017-02-26,Pull Up,Back,0.0,3,,,
2017-02-26,Pull Up,Back,0.0,3,,,
2017-02-26,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-02-26,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-02-26,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-02-26,Lat Fly,Back,20.0,12,,,
2017-02-26,Lat Fly,Back,20.0,12,,,
2017-02-26,Lat Fly,Back,20.0,12,,,
2017-02-26,Chest Press Machine,Chest,95.0,12,,,
2017-02-26,Chest Press Machine,Chest,95.0,12,,,
2017-02-27,Running (Treadmill),Cardio,,,1.3,mi,0:09:30
2017-02-27,Seated Machine Curl,Biceps,60.0,12,,,
2017-02-27,Seated Machine Curl,Biceps,60.0,12,,,
2017-02-27,Seated Machine Curl,Biceps,65.0,12,,,
2017-02-27,Rope Push Down,Triceps,80.0,12,,,
2017-02-27,Rope Push Down,Triceps,80.0,12,,,
2017-02-27,Rope Push Down,Triceps,80.0,12,,,
2017-02-27,Overhead Press,Shoulders,30.0,12,,,
2017-02-27,Overhead Press,Shoulders,25.0,12,,,
2017-02-27,Overhead Press,Shoulders,25.0,12,,,
2017-02-27,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-02-27,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-02-27,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-02-27,Tricep Extension Machine,Triceps,60.0,12,,,
2017-02-27,Tricep Extension Machine,Triceps,65.0,12,,,
2017-02-27,Tricep Extension Machine,Triceps,65.0,12,,,
2017-02-27,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-02-27,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-02-27,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-02-28,Wall Sit,Legs,,,0.0,m,0:01:30
2017-02-28,Wall Sit,Legs,,,0.0,m,0:01:30
2017-02-28,Calf Raise,Legs,0.0,20,,,
2017-02-28,Calf Raise,Legs,0.0,20,,,
2017-02-28,Calf Raise,Legs,0.0,20,,,
2017-02-28,Leg Extension Machine,Legs,85.0,12,,,
2017-02-28,Leg Extension Machine,Legs,85.0,12,,,
2017-02-28,Leg Extension Machine,Legs,85.0,12,,,
2017-02-28,Plank,Abs,,,0.0,m,0:01:30
2017-02-28,Plank,Abs,,,0.0,m,0:01:30
2017-02-28,Side Plank,Abs,,,0.0,m,0:01:00
2017-02-28,Side Plank,Abs,,,0.0,m,0:01:00
2017-02-28,Running (Treadmill),Cardio,,,1.3,mi,0:09:30
2017-03-01,Wide Grip Pull up,Back,0.0,8,,,
2017-03-01,Wide Grip Pull up,Back,0.0,8,,,
2017-03-01,Wide Grip Pull up,Back,0.0,6,,,
2017-03-01,Wide Grip Pull up,Back,0.0,5,,,
2017-03-01,Pull Up,Back,0.0,8,,,
2017-03-01,Pull Up,Back,0.0,7,,,
2017-03-01,Pull Up,Back,0.0,6,,,
2017-03-01,Pull Up,Back,0.0,5,,,
2017-03-01,Pull Up,Back,0.0,4,,,
2017-03-01,Pull Up,Back,0.0,3,,,
2017-03-01,Pull Up,Back,0.0,3,,,
2017-03-01,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-03-01,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-03-01,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-03-01,Lat Fly,Back,20.0,12,,,
2017-03-01,Lat Fly,Back,20.0,12,,,
2017-03-01,Lat Fly,Back,20.0,12,,,
2017-03-01,Chest Press Machine,Chest,95.0,12,,,
2017-03-01,Chest Press Machine,Chest,95.0,12,,,
2017-03-02,Seated Machine Curl,Biceps,60.0,12,,,
2017-03-02,Seated Machine Curl,Biceps,60.0,12,,,
2017-03-02,Seated Machine Curl,Biceps,65.0,12,,,
2017-03-02,Rope Push Down,Triceps,80.0,12,,,
2017-03-02,Rope Push Down,Triceps,80.0,12,,,
2017-03-02,Rope Push Down,Triceps,80.0,12,,,
2017-03-02,Overhead Press,Shoulders,30.0,12,,,
2017-03-02,Overhead Press,Shoulders,25.0,12,,,
2017-03-02,Overhead Press,Shoulders,25.0,12,,,
2017-03-02,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-03-02,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-03-02,Seated Incline Dumbbell Curl,Biceps,25.0,12,,,
2017-03-02,Tricep Extension Machine,Triceps,60.0,12,,,
2017-03-02,Tricep Extension Machine,Triceps,65.0,12,,,
2017-03-02,Tricep Extension Machine,Triceps,65.0,12,,,
2017-03-02,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-03-02,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-03-02,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-03-04,Running (Treadmill),Cardio,,,1.3,mi,0:09:30
2017-03-04,Plank,Abs,,,0.0,m,0:01:30
2017-03-04,Plank,Abs,,,0.0,m,0:01:30
2017-03-04,Side Plank,Abs,,,0.0,m,0:01:00
2017-03-04,Side Plank,Abs,,,0.0,m,0:01:00
2017-03-04,Lying Oblique Crunches,Abs,0.0,30,,,
2017-03-04,Lying Oblique Crunches,Abs,0.0,30,,,
2017-03-04,Lying Oblique Crunches,Abs,0.0,30,,,
2017-03-04,Lying Leg Lifts,Abs,0.0,25,,,
2017-03-04,Lying Leg Lifts,Abs,0.0,25,,,
2017-03-04,Leg Extension Machine,Legs,85.0,12,,,
2017-03-04,Leg Extension Machine,Legs,85.0,12,,,
2017-03-04,Leg Extension Machine,Legs,85.0,12,,,
2017-03-05,Wide Grip Pull up,Back,0.0,8,,,
2017-03-05,Wide Grip Pull up,Back,0.0,8,,,
2017-03-05,Wide Grip Pull up,Back,0.0,6,,,
2017-03-05,Wide Grip Pull up,Back,0.0,5,,,
2017-03-05,Pull Up,Back,0.0,8,,,
2017-03-05,Pull Up,Back,0.0,7,,,
2017-03-05,Pull Up,Back,0.0,6,,,
2017-03-05,Pull Up,Back,0.0,5,,,
2017-03-05,Pull Up,Back,0.0,4,,,
2017-03-05,Pull Up,Back,0.0,3,,,
2017-03-05,Pull Up,Back,0.0,3,,,
2017-03-05,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-03-05,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-03-05,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-03-05,Lat Fly,Back,20.0,12,,,
2017-03-05,Lat Fly,Back,20.0,12,,,
2017-03-05,Lat Fly,Back,20.0,12,,,
2017-03-05,Chest Press Machine,Chest,95.0,12,,,
2017-03-05,Chest Press Machine,Chest,95.0,12,,,
2017-03-09,Seated Machine Curl,Biceps,60.0,12,,,
2017-03-09,Seated Machine Curl,Biceps,60.0,12,,,
2017-03-09,Seated Machine Curl,Biceps,65.0,12,,,
2017-03-09,Rope Push Down,Triceps,80.0,12,,,
2017-03-09,Rope Push Down,Triceps,80.0,12,,,
2017-03-09,Rope Push Down,Triceps,80.0,12,,,
2017-03-09,Overhead Press,Shoulders,25.0,12,,,
2017-03-09,Overhead Press,Shoulders,25.0,12,,,
2017-03-09,Overhead Press,Shoulders,25.0,12,,,
2017-03-09,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-03-09,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-03-09,Seated Incline Dumbbell Curl,Biceps,25.0,12,,,
2017-03-09,Tricep Extension Machine,Triceps,60.0,12,,,
2017-03-09,Tricep Extension Machine,Triceps,65.0,12,,,
2017-03-09,Tricep Extension Machine,Triceps,65.0,12,,,
2017-03-09,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-03-09,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-03-09,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-03-11,Running (Treadmill),Cardio,,,1.3,mi,0:09:30
2017-03-11,Plank,Abs,,,0.0,m,0:01:30
2017-03-11,Plank,Abs,,,0.0,m,0:01:30
2017-03-11,Side Plank,Abs,,,0.0,m,0:01:00
2017-03-11,Side Plank,Abs,,,0.0,m,0:01:00
2017-03-11,Lying Oblique Crunches,Abs,0.0,30,,,
2017-03-11,Lying Oblique Crunches,Abs,0.0,30,,,
2017-03-11,Lying Oblique Crunches,Abs,0.0,30,,,
2017-03-11,Lying Leg Lifts,Abs,0.0,25,,,
2017-03-11,Lying Leg Lifts,Abs,0.0,25,,,
2017-03-11,Lying Leg Lifts,Abs,0.0,25,,,
2017-03-11,Weighted Lunge,Legs,20.0,12,,,
2017-03-11,Weighted Lunge,Legs,20.0,12,,,
2017-03-11,Weighted Lunge,Legs,20.0,12,,,
2017-03-11,Calf Raise,Legs,0.0,20,,,
2017-03-11,Calf Raise,Legs,0.0,20,,,
2017-03-11,Calf Raise,Legs,0.0,20,,,
2017-03-11,Leg Extension Machine,Legs,85.0,12,,,
2017-03-11,Leg Extension Machine,Legs,85.0,12,,,
2017-03-11,Leg Extension Machine,Legs,85.0,12,,,
2017-03-12,Wide Grip Pull up,Back,0.0,8,,,
2017-03-12,Wide Grip Pull up,Back,0.0,8,,,
2017-03-12,Wide Grip Pull up,Back,0.0,6,,,
2017-03-12,Wide Grip Pull up,Back,0.0,6,,,
2017-03-12,Pull Up,Back,0.0,8,,,
2017-03-12,Pull Up,Back,0.0,7,,,
2017-03-12,Pull Up,Back,0.0,6,,,
2017-03-12,Pull Up,Back,0.0,5,,,
2017-03-12,Pull Up,Back,0.0,4,,,
2017-03-12,Pull Up,Back,0.0,3,,,
2017-03-12,Pull Up,Back,0.0,3,,,
2017-03-12,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-03-12,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-03-12,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-03-12,Lat Fly,Back,20.0,12,,,
2017-03-12,Lat Fly,Back,20.0,12,,,
2017-03-12,Lat Fly,Back,20.0,12,,,
2017-03-12,Chest Press Machine,Chest,95.0,12,,,
2017-03-12,Chest Press Machine,Chest,95.0,12,,,
2017-03-12,Chest Press Machine,Chest,95.0,12,,,
2017-03-13,Seated Machine Curl,Biceps,60.0,12,,,
2017-03-13,Seated Machine Curl,Biceps,65.0,12,,,
2017-03-13,Seated Machine Curl,Biceps,65.0,12,,,
2017-03-13,Rope Push Down,Triceps,80.0,12,,,
2017-03-13,Rope Push Down,Triceps,80.0,12,,,
2017-03-13,Rope Push Down,Triceps,80.0,12,,,
2017-03-13,Overhead Press,Shoulders,25.0,12,,,
2017-03-13,Overhead Press,Shoulders,25.0,12,,,
2017-03-13,Overhead Press,Shoulders,30.0,12,,,
2017-03-13,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-03-13,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-03-13,Seated Incline Dumbbell Curl,Biceps,25.0,12,,,
2017-03-13,Tricep Extension Machine,Triceps,60.0,12,,,
2017-03-13,Tricep Extension Machine,Triceps,65.0,12,,,
2017-03-13,Tricep Extension Machine,Triceps,65.0,12,,,
2017-03-13,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-03-13,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-03-13,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-03-15,Pull Up,Back,0.0,9,,,
2017-03-15,Pull Up,Back,0.0,8,,,
2017-03-15,Pull Up,Back,0.0,7,,,
2017-03-15,Pull Up,Back,0.0,6,,,
2017-03-15,Pull Up,Back,0.0,5,,,
2017-03-15,Pull Up,Back,0.0,4,,,
2017-03-15,Pull Up,Back,0.0,3,,,
2017-03-15,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-03-15,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-03-15,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-03-15,Lat Fly,Back,20.0,12,,,
2017-03-15,Lat Fly,Back,20.0,12,,,
2017-03-15,Lat Fly,Back,20.0,12,,,
2017-03-15,Chest Press Machine,Chest,95.0,12,,,
2017-03-15,Chest Press Machine,Chest,95.0,12,,,
2017-03-15,Chest Press Machine,Chest,95.0,12,,,
2017-03-15,Pull Up,Back,0.0,3,,,
2017-03-16,Seated Machine Curl,Biceps,60.0,12,,,
2017-03-16,Seated Machine Curl,Biceps,65.0,12,,,
2017-03-16,Seated Machine Curl,Biceps,65.0,12,,,
2017-03-16,Rope Push Down,Triceps,80.0,12,,,
2017-03-16,Rope Push Down,Triceps,80.0,12,,,
2017-03-16,Rope Push Down,Triceps,80.0,12,,,
2017-03-16,Inclined Shoulder Fly,Shoulders,15.0,12,,,
2017-03-16,Inclined Shoulder Fly,Shoulders,15.0,12,,,
2017-03-16,Inclined Shoulder Fly,Shoulders,15.0,12,,,
2017-03-16,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-03-16,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-03-16,Seated Incline Dumbbell Curl,Biceps,25.0,12,,,
2017-03-16,Laying Tricep Extension,Triceps,20.0,12,,,
2017-03-16,Laying Tricep Extension,Triceps,25.0,12,,,
2017-03-16,Laying Tricep Extension,Triceps,25.0,12,,,
2017-03-16,Overhead Press,Shoulders,25.0,12,,,
2017-03-16,Overhead Press,Shoulders,25.0,12,,,
2017-03-16,Overhead Press,Shoulders,25.0,12,,,
2017-03-16,Tricep Extension Machine,Triceps,60.0,12,,,
2017-03-16,Tricep Extension Machine,Triceps,65.0,12,,,
2017-03-16,Tricep Extension Machine,Triceps,65.0,12,,,
2017-03-16,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-03-16,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-03-16,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-03-18,Running (Treadmill),Cardio,,,1.3,mi,0:09:30
2017-03-18,Plank,Abs,,,0.0,m,0:01:30
2017-03-18,Plank,Abs,,,0.0,m,0:01:30
2017-03-18,Side Plank,Abs,,,0.0,m,0:01:00
2017-03-18,Side Plank,Abs,,,0.0,m,0:01:00
2017-03-18,Lying Oblique Crunches,Abs,0.0,30,,,
2017-03-18,Lying Oblique Crunches,Abs,0.0,30,,,
2017-03-18,Lying Oblique Crunches,Abs,0.0,30,,,
2017-03-18,Lying Leg Lifts,Abs,0.0,25,,,
2017-03-18,Lying Leg Lifts,Abs,0.0,25,,,
2017-03-18,Lying Leg Lifts,Abs,0.0,25,,,
2017-03-18,Weighted Lunge,Legs,20.0,12,,,
2017-03-18,Weighted Lunge,Legs,20.0,12,,,
2017-03-18,Weighted Lunge,Legs,20.0,12,,,
2017-03-18,Calf Raise,Legs,0.0,20,,,
2017-03-18,Calf Raise,Legs,0.0,20,,,
2017-03-18,Calf Raise,Legs,0.0,20,,,
2017-03-18,Leg Extension Machine,Legs,85.0,12,,,
2017-03-18,Leg Extension Machine,Legs,85.0,12,,,
2017-03-18,Leg Extension Machine,Legs,85.0,12,,,
2017-03-19,Wide Grip Pull up,Back,0.0,8,,,
2017-03-19,Wide Grip Pull up,Back,0.0,8,,,
2017-03-19,Wide Grip Pull up,Back,0.0,6,,,
2017-03-19,Wide Grip Pull up,Back,0.0,6,,,
2017-03-19,Pull Up,Back,0.0,8,,,
2017-03-19,Pull Up,Back,0.0,7,,,
2017-03-19,Pull Up,Back,0.0,6,,,
2017-03-19,Pull Up,Back,0.0,5,,,
2017-03-19,Pull Up,Back,0.0,4,,,
2017-03-19,Pull Up,Back,0.0,3,,,
2017-03-19,Pull Up,Back,0.0,3,,,
2017-03-19,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-03-19,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-03-19,Flat Dumbbell Fly,Chest,30.0,12,,,
2017-03-19,Lat Fly,Back,20.0,12,,,
2017-03-19,Lat Fly,Back,20.0,12,,,
2017-03-19,Lat Fly,Back,20.0,12,,,
2017-03-19,Chest Press Machine,Chest,95.0,12,,,
2017-03-19,Chest Press Machine,Chest,95.0,12,,,
2017-03-19,Chest Press Machine,Chest,100.0,12,,,
2017-03-20,Seated Machine Curl,Biceps,60.0,12,,,
2017-03-20,Seated Machine Curl,Biceps,65.0,12,,,
2017-03-20,Seated Machine Curl,Biceps,65.0,12,,,
2017-03-20,Rope Push Down,Triceps,80.0,12,,,
2017-03-20,Rope Push Down,Triceps,80.0,12,,,
2017-03-20,Rope Push Down,Triceps,80.0,12,,,
2017-03-20,Inclined Shoulder Fly,Shoulders,15.0,12,,,
2017-03-20,Inclined Shoulder Fly,Shoulders,15.0,12,,,
2017-03-20,Inclined Shoulder Fly,Shoulders,15.0,12,,,
2017-03-20,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-03-20,Seated Incline Dumbbell Curl,Biceps,20.0,12,,,
2017-03-20,Seated Incline Dumbbell Curl,Biceps,25.0,12,,,
2017-03-20,Laying Tricep Extension,Triceps,20.0,12,,,
2017-03-20,Laying Tricep Extension,Triceps,25.0,12,,,
2017-03-20,Laying Tricep Extension,Triceps,25.0,12,,,
2017-03-20,Overhead Press,Shoulders,25.0,12,,,
2017-03-20,Overhead Press,Shoulders,25.0,12,,,
2017-03-20,Overhead Press,Shoulders,25.0,12,,,
2017-03-20,Tricep Extension Machine,Triceps,60.0,12,,,
2017-03-20,Tricep Extension Machine,Triceps,65.0,12,,,
2017-03-20,Tricep Extension Machine,Triceps,65.0,12,,,
2017-03-20,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-03-20,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-03-20,Two-part Shoulder Fly,Shoulders,15.0,12,,,
2017-03-21,Running (Treadmill),Cardio,,,1.3,mi,0:09:30
2017-03-21,Weighted Lunge,Legs,20.0,12,,,
2017-03-21,Weighted Lunge,Legs,20.0,12,,,
2017-03-21,Weighted Lunge,Legs,20.0,12,,,
2017-03-21,Calf Raise,Legs,0.0,20,,,
2017-03-21,Calf Raise,Legs,0.0,20,,,
2017-03-21,Calf Raise,Legs,0.0,20,,,
2017-03-21,Leg Extension Machine,Legs,85.0,12,,,
2017-03-21,Leg Extension Machine,Legs,85.0,12,,,
2017-03-21,Leg Extension Machine,Legs,85.0,12,,,
2017-03-22,Wide Grip Pull up,Back,0.0,8,,,
2017-03-22,Wide Grip Pull up,Back,0.0,8,,,
2017-03-22,Wide Grip Pull up,Back,0.0,7,,,
2017-03-22,Wide Grip Pull up,Back,0.0,6,,,
2017-03-22,Pull Up,Back,0.0,8,,,
2017-03-22,Pull Up,Back,0.0,7,,,
2017-03-22,Pull Up,Back,0.0,6,,,
2017-03-22,Pull Up,Back,0.0,5,,,
2017-03-22,Pull Up,Back,0.0,4,,,
